cust_code,total_visit,total_spend,cust_week,recency,weekly_frequency,weekly_monetory,avg_bastket_size,basket_sen_la,basket_sen_mm,basket_sen_um,basket_sen_xx,customer_sen_la,customer_sen_mm,customer_sen_up,customer_sen_xx,basket_type_ss,basket_type_tu,basket_type_fs,basket_type_xx,basket_dominant_fr,basket_dominant_gr,basket_dominant_mi,basket_dominant_nf,basket_dominant_xx
CUST0000750007,8,107.85,7,42,1.1428571428571428,15.407142857142857,13.48125,0,4,4,0,0,8,0,0,5,3,0,0,5,2,1,0,0
CUST0000448342,8,56.61,7,39,1.1428571428571428,8.0871428571428563,7.07625,1,6,0,1,0,8,0,0,8,0,0,0,1,2,1,0,0
CUST0000710105,8,71.960000000000008,20,128,0.4,3.5980000000000003,8.995000000000001,3,4,1,0,0,8,0,0,5,3,0,0,2,2,4,0,0
CUST0000102342,8,146.79999999999995,10,58,0.8,14.679999999999996,18.349999999999994,4,4,0,0,0,8,0,0,2,3,3,0,4,1,3,0,0
CUST0000699131,8,16.53,10,61,0.8,1.653,2.06625,2,6,0,0,8,0,0,0,8,0,0,0,1,7,0,0,0
CUST0000085264,8,14.030000000000003,10,64,0.8,1.4030000000000002,1.7537500000000004,2,6,0,0,0,0,8,0,8,0,0,0,6,2,0,0,0
CUST0000349244,8,60.039999999999992,10,64,0.8,6.004,7.504999999999999,0,5,3,0,0,0,8,0,6,2,0,0,4,3,1,0,0
CUST0000878958,8,9.17,10,58,0.8,0.917,1.14625,0,6,2,0,0,0,8,0,8,0,0,0,0,6,1,0,0
CUST0000398783,8,115.77000000000002,10,64,0.8,11.577000000000002,14.471250000000003,0,6,2,0,0,8,0,0,1,6,1,0,2,0,6,0,0
CUST0000846433,8,169.23999999999992,10,61,0.8,16.923999999999992,21.15499999999999,5,3,0,0,8,0,0,0,1,6,1,0,1,2,5,0,0
CUST0000195177,8,3.4800000000000004,5,26,1.6,0.69600000000000006,0.43500000000000005,0,8,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0
CUST0000293398,8,32.79,5,24,1.6,6.558,4.09875,0,6,2,0,0,0,8,0,6,2,0,0,3,4,0,0,0
CUST0000954454,8,24.21,5,24,1.6,4.8420000000000005,3.02625,0,7,1,0,0,0,8,0,6,2,0,0,4,0,2,0,0
CUST0000444719,8,69.07999999999997,5,23,1.6,13.815999999999994,8.6349999999999962,6,2,0,0,8,0,0,0,3,5,0,0,6,0,2,0,0
CUST0000958648,8,21.77,5,28,1.6,4.354,2.72125,5,2,0,1,0,8,0,0,4,3,0,1,5,0,2,0,1
CUST0000529999,8,14.18,5,23,1.6,2.836,1.7725,0,7,1,0,0,0,8,0,8,0,0,0,3,5,0,0,0
CUST0000604318,8,120.92000000000002,5,26,1.6,24.184000000000005,15.115000000000002,0,4,4,0,0,0,8,0,6,2,0,0,6,2,0,0,0
CUST0000515665,8,7.8400000000000016,5,23,1.6,1.5680000000000003,0.9800000000000002,0,8,0,0,0,0,8,0,8,0,0,0,8,0,0,0,0
CUST0000520277,8,328.01999999999987,55,379,0.14545454545454545,5.9639999999999977,41.002499999999984,5,2,1,0,8,0,0,0,2,0,6,0,1,1,6,0,0
CUST0000974745,9,27.640000000000004,4,20,2.25,6.910000000000001,3.0711111111111116,5,2,2,0,9,0,0,0,8,1,0,0,3,2,2,0,0
CUST0000562704,9,171.40999999999988,4,20,2.25,42.852499999999971,19.045555555555541,0,4,5,0,0,0,9,0,3,5,1,0,7,0,2,0,0
CUST0000231274,9,110.91000000000001,4,22,2.25,27.727500000000003,12.323333333333334,6,3,0,0,9,0,0,0,6,1,2,0,7,1,1,0,0
CUST0000467728,9,144.82,4,18,2.25,36.205,16.091111111111111,3,6,0,0,9,0,0,0,7,1,1,0,0,4,2,0,0
CUST0000596544,9,140.68,4,18,2.25,35.17,15.631111111111112,4,4,1,0,9,0,0,0,1,8,0,0,9,0,0,0,0
CUST0000709994,9,134.31999999999996,4,17,2.25,33.579999999999991,14.92444444444444,2,7,0,0,0,9,0,0,4,3,2,0,5,1,3,0,0
CUST0000107633,9,289.82,4,18,2.25,72.455,32.202222222222218,0,9,0,0,9,0,0,0,5,3,1,0,4,0,3,0,0
CUST0000375824,9,181.19,3,9,3,60.396666666666668,20.132222222222222,0,3,6,0,0,0,9,0,0,9,0,0,4,0,5,0,0
CUST0000523687,9,43.82,3,15,3,14.606666666666667,4.8688888888888888,1,4,2,2,9,0,0,0,7,0,0,2,1,5,0,0,2
CUST0000364367,9,117.83999999999997,3,13,3,39.279999999999994,13.09333333333333,1,7,0,1,9,0,0,0,5,3,0,1,2,3,2,0,1
CUST0000592982,9,132.01999999999998,3,14,3,44.006666666666661,14.668888888888887,4,3,2,0,0,9,0,0,3,5,1,0,4,3,2,0,0
CUST0000584591,9,40.339999999999996,2,7,4.5,20.169999999999998,4.4822222222222221,0,3,0,6,0,9,0,0,3,0,0,6,3,0,0,0,6
CUST0000047700,9,139.16000000000003,2,5,4.5,69.580000000000013,15.462222222222225,2,7,0,0,9,0,0,0,6,3,0,0,5,0,4,0,0
CUST0000984259,9,29.580000000000009,2,8,4.5,14.790000000000004,3.2866666666666675,0,7,2,0,9,0,0,0,7,2,0,0,2,3,3,0,0
CUST0000937202,9,48.2,2,6,4.5,24.1,5.3555555555555561,3,4,1,1,0,9,0,0,7,2,0,0,4,1,2,0,0
CUST0000673753,9,26.060000000000002,2,3,4.5,13.030000000000001,2.8955555555555557,1,8,0,0,0,9,0,0,9,0,0,0,8,0,1,0,0
CUST0000724166,9,177.48,2,2,4.5,88.74,19.72,7,1,1,0,9,0,0,0,4,1,4,0,2,1,5,0,0
CUST0000266254,9,27.770000000000003,2,6,4.5,13.885000000000002,3.0855555555555561,3,5,0,1,0,9,0,0,7,1,0,1,0,8,0,0,1
CUST0000831915,9,17.23,1,1,9,17.23,1.9144444444444444,0,7,2,0,0,9,0,0,9,0,0,0,2,6,1,0,0
CUST0000474097,9,28.980000000000008,18,114,0.5,1.6100000000000003,3.2200000000000006,3,6,0,0,0,9,0,0,8,1,0,0,2,5,1,0,0
CUST0000277985,9,51.579999999999991,18,117,0.5,2.865555555555555,5.73111111111111,5,4,0,0,9,0,0,0,5,3,1,0,4,2,3,0,0
CUST0000430013,9,10.879999999999999,16,102,0.5625,0.67999999999999994,1.2088888888888887,0,9,0,0,0,9,0,0,9,0,0,0,8,1,0,0,0
CUST0000607420,9,323.66999999999996,12,75,0.75,26.972499999999997,35.963333333333331,3,6,0,0,9,0,0,0,5,0,4,0,5,0,4,0,0
CUST0000058881,9,7.39,9,55,1,0.82111111111111112,0.82111111111111112,1,8,0,0,0,9,0,0,9,0,0,0,5,4,0,0,0
CUST0000383443,9,6.6999999999999993,9,57,1,0.74444444444444435,0.74444444444444435,0,9,0,0,9,0,0,0,9,0,0,0,0,6,0,0,0
CUST0000711147,9,255.05,8,44,1.125,31.88125,28.338888888888889,4,5,0,0,9,0,0,0,4,2,3,0,5,1,3,0,0
CUST0000998703,9,8.4699999999999989,8,45,1.125,1.0587499999999999,0.941111111111111,0,9,0,0,0,9,0,0,9,0,0,0,0,9,0,0,0
CUST0000986995,9,113.21999999999998,6,36,1.5,18.869999999999997,12.579999999999998,3,5,1,0,9,0,0,0,2,3,4,0,3,2,4,0,0
CUST0000581406,9,27.830000000000002,6,35,1.5,4.6383333333333336,3.0922222222222224,2,5,2,0,9,0,0,0,9,0,0,0,4,2,3,0,0
CUST0000117706,9,258.81000000000012,6,34,1.5,43.135000000000019,28.756666666666678,1,7,1,0,0,0,9,0,2,3,4,0,6,0,2,0,0
CUST0000214662,9,31.480000000000004,6,36,1.5,5.246666666666667,3.4977777777777783,0,8,1,0,0,9,0,0,9,0,0,0,3,4,0,0,0
CUST0000451897,9,78.59,6,32,1.5,13.098333333333334,8.732222222222223,0,4,5,0,0,9,0,0,5,3,1,0,7,0,1,0,0
CUST0000647112,9,97.059999999999988,6,35,1.5,16.176666666666666,10.784444444444443,4,1,4,0,0,9,0,0,9,0,0,0,4,3,2,0,0
CUST0000912840,9,22.060000000000006,6,33,1.5,3.6766666666666676,2.4511111111111119,3,5,0,1,9,0,0,0,7,1,0,1,2,5,1,0,1
CUST0000685848,9,159.02,6,34,1.5,26.503333333333334,17.66888888888889,0,5,0,4,0,9,0,0,9,0,0,0,0,3,2,0,0
CUST0000832081,9,228.28000000000006,6,34,1.5,38.046666666666674,25.364444444444452,2,7,0,0,9,0,0,0,2,1,6,0,6,2,1,0,0
CUST0000329829,9,17.08,6,33,1.5,2.8466666666666662,1.8977777777777776,1,8,0,0,9,0,0,0,9,0,0,0,3,6,0,0,0
CUST0000790456,9,263.2399999999999,6,34,1.5,43.873333333333314,29.248888888888878,2,4,3,0,0,0,9,0,1,7,1,0,2,0,7,0,0
CUST0000259810,9,305.56999999999977,29,192,0.31034482758620691,10.53689655172413,33.9522222222222,0,6,3,0,0,0,9,0,0,5,4,0,6,0,3,0,0
CUST0000280159,9,61.01,25,163,0.36,2.4404,6.778888888888889,0,7,2,0,0,9,0,0,6,3,0,0,2,5,1,0,0
CUST0000383931,9,106.42000000000003,25,165,0.36,4.256800000000001,11.824444444444447,1,5,3,0,0,0,9,0,5,4,0,0,8,1,0,0,0
CUST0000223864,9,106.68,19,124,0.47368421052631576,5.6147368421052635,11.853333333333333,0,3,6,0,9,0,0,0,5,4,0,0,6,1,2,0,0
CUST0000564482,9,32.429999999999993,91,628,0.0989010989010989,0.3563736263736263,3.6033333333333326,2,7,0,0,9,0,0,0,8,1,0,0,6,1,1,0,0
CUST0000052194,9,22.83,91,625,0.0989010989010989,0.25087912087912084,2.5366666666666666,2,3,4,0,9,0,0,0,8,1,0,0,6,1,2,0,0
CUST0000896174,9,29.970000000000002,85,583,0.10588235294117647,0.3525882352941177,3.33,0,6,3,0,0,9,0,0,8,1,0,0,5,2,2,0,0
CUST0000632621,9,207.15000000000006,14,86,0.6428571428571429,14.796428571428576,23.016666666666673,0,6,3,0,0,0,9,0,3,3,3,0,4,1,3,0,0
CUST0000748035,9,29.839999999999996,14,92,0.6428571428571429,2.1314285714285712,3.3155555555555551,3,6,0,0,9,0,0,0,9,0,0,0,9,0,0,0,0
CUST0000839085,9,35.25,7,39,1.2857142857142858,5.0357142857142856,3.9166666666666665,2,6,0,1,0,9,0,0,8,1,0,0,1,3,3,0,0
CUST0000793421,9,6.5900000000000007,7,40,1.2857142857142858,0.9414285714285715,0.73222222222222233,4,5,0,0,0,9,0,0,9,0,0,0,4,2,3,0,0
CUST0000202925,9,8.42,7,43,1.2857142857142858,1.2028571428571428,0.93555555555555558,2,7,0,0,0,9,0,0,9,0,0,0,7,2,0,0,0
CUST0000654988,9,104.69,7,40,1.2857142857142858,14.955714285714285,11.632222222222222,6,1,2,0,9,0,0,0,3,6,0,0,8,1,0,0,0
CUST0000666576,9,277.97000000000008,37,249,0.24324324324324326,7.5127027027027049,30.885555555555566,1,5,3,0,0,9,0,0,2,3,4,0,0,3,5,0,0
CUST0000880238,9,266.03999999999996,11,68,0.81818181818181823,24.185454545454544,29.559999999999995,0,9,0,0,0,9,0,0,1,3,5,0,1,0,8,0,0
CUST0000679573,9,208.55000000000004,11,69,0.81818181818181823,18.959090909090914,23.172222222222228,0,3,6,0,0,0,9,0,1,7,1,0,4,0,5,0,0
CUST0000641352,9,80.139999999999986,11,69,0.81818181818181823,7.2854545454545443,8.9044444444444437,4,4,1,0,0,9,0,0,6,3,0,0,0,2,4,0,0
CUST0000693648,9,96.18,11,66,0.81818181818181823,8.7436363636363641,10.686666666666667,1,3,5,0,9,0,0,0,4,5,0,0,7,1,1,0,0
CUST0000986717,9,21.16,11,71,0.81818181818181823,1.9236363636363636,2.3511111111111109,0,6,2,1,0,9,0,0,8,0,0,1,6,2,0,0,1
CUST0000464388,9,224.68999999999997,11,66,0.81818181818181823,20.426363636363632,24.965555555555554,1,7,1,0,0,0,9,0,3,3,3,0,6,0,3,0,0
CUST0000670206,9,69.37,30,200,0.3,2.3123333333333336,7.7077777777777783,2,3,3,1,0,9,0,0,5,4,0,0,4,0,3,0,0
CUST0000710649,9,265.75000000000006,15,94,0.6,17.716666666666672,29.527777777777786,5,2,2,0,0,9,0,0,6,0,3,0,1,6,1,0,0
CUST0000233571,9,40.85,15,97,0.6,2.7233333333333336,4.5388888888888888,1,7,1,0,0,9,0,0,5,4,0,0,7,0,1,0,0
CUST0000469241,9,197.46,15,94,0.6,13.164,21.94,9,0,0,0,9,0,0,0,0,1,8,0,2,0,7,0,0
CUST0000867570,9,26,35,235,0.25714285714285712,0.74285714285714288,2.8888888888888888,0,7,0,2,0,0,9,0,7,0,0,2,0,2,2,0,2
CUST0000623649,9,153.49,27,182,0.33333333333333331,5.684814814814815,17.054444444444446,1,4,4,0,0,0,9,0,3,6,0,0,6,1,2,0,0
CUST0000158164,9,45.399999999999991,87,598,0.10344827586206896,0.52183908045977,5.0444444444444434,5,3,1,0,9,0,0,0,7,2,0,0,6,2,1,0,0
CUST0000640090,9,65.63000000000001,13,80,0.69230769230769229,5.048461538461539,7.2922222222222235,3,5,1,0,0,9,0,0,7,1,1,0,2,3,4,0,0
CUST0000712631,9,17.500000000000004,13,85,0.69230769230769229,1.3461538461538465,1.9444444444444449,4,5,0,0,0,9,0,0,9,0,0,0,6,3,0,0,0
CUST0000216524,9,178.16000000000003,13,84,0.69230769230769229,13.704615384615387,19.795555555555559,0,6,3,0,0,9,0,0,2,6,1,0,4,0,4,0,0
CUST0000301035,9,37.919999999999995,13,85,0.69230769230769229,2.9169230769230765,4.2133333333333329,1,6,2,0,0,9,0,0,8,1,0,0,5,2,1,0,0
CUST0000886802,9,258.38,13,80,0.69230769230769229,19.875384615384615,28.70888888888889,0,5,4,0,0,9,0,0,6,0,3,0,7,0,2,0,0
CUST0000713276,9,81.18,13,83,0.69230769230769229,6.2446153846153853,9.0200000000000014,1,6,2,0,0,9,0,0,5,4,0,0,3,4,2,0,0
CUST0000080416,9,227.45000000000002,46,310,0.19565217391304349,4.9445652173913048,25.272222222222226,7,1,0,1,9,0,0,0,2,4,3,0,2,0,6,0,0
CUST0000787823,9,245.22000000000003,23,154,0.391304347826087,10.661739130434784,27.24666666666667,3,4,1,1,9,0,0,0,0,7,1,1,2,1,5,0,1
CUST0000988308,9,119.69000000000003,62,425,0.14516129032258066,1.9304838709677423,13.298888888888891,1,6,1,1,9,0,0,0,7,1,1,0,6,1,1,0,0
CUST0000307164,9,35.16,31,211,0.29032258064516131,1.1341935483870966,3.9066666666666663,1,6,2,0,0,9,0,0,8,1,0,0,7,1,1,0,0
CUST0000921392,9,40.199999999999989,78,537,0.11538461538461539,0.51538461538461522,4.466666666666665,0,5,4,0,0,0,9,0,6,3,0,0,8,1,0,0,0
CUST0000390522,9,75.030000000000015,20,133,0.45,3.7515000000000009,8.3366666666666678,1,4,4,0,0,0,9,0,5,4,0,0,7,1,0,0,0
CUST0000485771,9,43.120000000000005,20,128,0.45,2.156,4.7911111111111113,0,9,0,0,0,0,9,0,9,0,0,0,5,1,1,0,0
CUST0000154221,9,97.819999999999965,10,64,0.9,9.7819999999999965,10.868888888888884,0,8,1,0,0,9,0,0,6,2,1,0,5,0,4,0,0
CUST0000381088,9,35.719999999999992,10,61,0.9,3.5719999999999992,3.968888888888888,1,8,0,0,0,9,0,0,7,2,0,0,4,3,2,0,0
CUST0000103205,9,9.0200000000000014,10,60,0.9,0.90200000000000014,1.0022222222222223,1,6,2,0,0,9,0,0,9,0,0,0,1,5,3,0,0
CUST0000601788,9,13.05,10,60,0.9,1.3050000000000002,1.4500000000000002,0,7,2,0,0,0,9,0,9,0,0,0,3,6,0,0,0
CUST0000529214,9,130.51,5,27,1.8,26.101999999999997,14.50111111111111,0,7,2,0,0,0,9,0,2,7,0,0,4,2,3,0,0
CUST0000366796,9,44.129999999999995,5,25,1.8,8.8259999999999987,4.9033333333333324,7,2,0,0,9,0,0,0,7,2,0,0,3,3,2,0,0
CUST0000913303,9,35.420000000000009,5,25,1.8,7.0840000000000014,3.9355555555555566,1,6,2,0,0,9,0,0,9,0,0,0,7,1,1,0,0
CUST0000167331,9,29.260000000000005,5,24,1.8,5.8520000000000012,3.2511111111111117,3,5,1,0,9,0,0,0,7,2,0,0,2,4,2,0,0
CUST0000556080,9,39.980000000000011,5,27,1.8,7.9960000000000022,4.4422222222222238,1,6,2,0,0,0,9,0,6,3,0,0,7,1,1,0,0
CUST0000207530,9,28.469999999999995,5,29,1.8,5.6939999999999991,3.1633333333333327,2,6,1,0,0,0,9,0,9,0,0,0,3,3,3,0,0
CUST0000473525,9,100.56000000000002,5,27,1.8,20.112000000000002,11.173333333333336,1,1,7,0,0,0,9,0,9,0,0,0,5,4,0,0,0
CUST0000603487,9,26.369999999999994,5,27,1.8,5.2739999999999991,2.9299999999999993,3,4,2,0,0,9,0,0,8,1,0,0,9,0,0,0,0
CUST0000125691,9,79.850000000000037,5,23,1.8,15.970000000000008,8.8722222222222271,0,7,2,0,9,0,0,0,5,4,0,0,4,2,1,0,0
CUST0000863429,9,182.46000000000006,17,109,0.52941176470588236,10.732941176470591,20.273333333333341,3,6,0,0,0,9,0,0,2,4,3,0,6,1,2,0,0
CUST0000169355,9,24.840000000000003,17,107,0.52941176470588236,1.4611764705882355,2.7600000000000002,2,6,1,0,0,9,0,0,9,0,0,0,2,6,1,0,0
CUST0000927394,9,24.64,17,112,0.52941176470588236,1.4494117647058824,2.7377777777777776,1,4,4,0,0,0,9,0,9,0,0,0,5,4,0,0,0
CUST0000966436,265,4017.7500000000018,2,2,132.5,2008.8750000000009,15.161320754716987,16,120,117,12,0,0,265,0,66,160,26,13,216,6,23,0,13
CUST0000429923,10,6.88,5,26,2,1.376,0.688,0,10,0,0,0,0,10,0,10,0,0,0,2,6,0,0,0
CUST0000200457,10,103.02,5,27,2,20.604,10.302,1,5,4,0,0,0,10,0,3,6,1,0,7,0,2,0,0
CUST0000851599,10,84.899999999999977,5,27,2,16.979999999999997,8.4899999999999984,0,3,7,0,0,10,0,0,4,6,0,0,6,1,3,0,0
CUST0000923911,10,143.91,5,24,2,28.782,14.391,3,4,3,0,0,0,10,0,3,6,1,0,5,3,2,0,0
CUST0000210783,10,75.47,5,23,2,15.094,7.547,1,7,2,0,0,10,0,0,6,3,1,0,5,2,3,0,0
CUST0000780215,10,309.78000000000009,5,24,2,61.956000000000017,30.978000000000009,0,6,4,0,10,0,0,0,3,3,4,0,4,4,2,0,0
CUST0000904510,10,8.29,5,23,2,1.658,0.829,1,9,0,0,10,0,0,0,10,0,0,0,4,6,0,0,0
CUST0000602753,10,16.36,5,28,2,3.272,1.636,0,10,0,0,10,0,0,0,10,0,0,0,4,3,3,0,0
CUST0000972801,10,213.79000000000002,5,23,2,42.758,21.379,0,5,2,3,0,10,0,0,4,4,2,0,4,0,3,0,0
CUST0000190299,10,782.07999999999993,4,17,2.5,195.51999999999998,78.208,0,10,0,0,0,10,0,0,0,0,10,0,3,0,7,0,0
CUST0000689979,10,140.83000000000004,4,18,2.5,35.20750000000001,14.083000000000004,4,6,0,0,10,0,0,0,4,5,1,0,4,3,3,0,0
CUST0000789670,10,101.99000000000001,4,19,2.5,25.497500000000002,10.199000000000002,2,2,6,0,0,10,0,0,6,4,0,0,9,0,1,0,0
CUST0000954608,10,117.21000000000001,4,18,2.5,29.302500000000002,11.721,3,7,0,0,0,10,0,0,4,4,2,0,7,2,1,0,0
CUST0000078366,10,187.96999999999991,4,17,2.5,46.992499999999978,18.79699999999999,3,3,4,0,0,0,10,0,4,4,2,0,4,2,2,0,0
CUST0000019198,10,153.96999999999997,4,17,2.5,38.492499999999993,15.396999999999997,1,5,2,2,10,0,0,0,6,3,1,0,3,2,3,0,0
CUST0000959433,10,32.54,4,16,2.5,8.135,3.254,0,8,2,0,0,0,10,0,10,0,0,0,6,4,0,0,0
CUST0000938455,10,14.36,4,22,2.5,3.59,1.436,0,10,0,0,0,0,10,0,10,0,0,0,0,9,0,0,0
CUST0000290153,10,88.86,2,5,5,44.43,8.886,0,6,4,0,0,0,10,0,5,5,0,0,2,2,6,0,0
CUST0000999439,10,43.599999999999994,2,2,5,21.799999999999997,4.3599999999999994,0,5,0,5,0,10,0,0,5,0,0,5,0,4,1,0,5
CUST0000030095,10,49.970000000000013,2,5,5,24.985000000000007,4.9970000000000017,1,6,1,2,10,0,0,0,5,5,0,0,3,1,3,0,0
CUST0000007939,10,123.19000000000003,2,8,5,61.595000000000013,12.319000000000003,1,3,6,0,0,0,10,0,6,4,0,0,6,2,1,0,0
CUST0000892494,10,62.230000000000011,2,7,5,31.115000000000006,6.2230000000000008,0,8,2,0,0,10,0,0,8,2,0,0,4,5,1,0,0
CUST0000958626,10,70.850000000000009,2,5,5,35.425000000000004,7.0850000000000009,5,5,0,0,10,0,0,0,4,5,1,0,5,0,5,0,0
CUST0000549211,10,30.459999999999994,1,1,10,30.459999999999994,3.0459999999999994,3,6,1,0,10,0,0,0,10,0,0,0,4,0,1,0,0
CUST0000494645,10,101.44999999999999,1,1,10,101.44999999999999,10.145,1,2,7,0,0,0,10,0,5,5,0,0,7,1,2,0,0
CUST0000038176,10,32.63,64,437,0.15625,0.50984375,3.2630000000000003,0,6,4,0,0,0,10,0,10,0,0,0,3,5,1,0,0
CUST0000091658,10,31.14,40,272,0.25,0.7785,3.114,2,6,0,2,0,10,0,0,9,1,0,0,4,2,1,0,0
CUST0000349451,10,109.76999999999997,10,58,1,10.976999999999997,10.976999999999997,4,4,2,0,0,10,0,0,5,4,1,0,8,2,0,0,0
CUST0000751869,10,73.13,10,63,1,7.313,7.313,6,1,3,0,10,0,0,0,7,2,1,0,6,1,2,0,0
CUST0000054964,10,544.88,8,46,1.25,68.11,54.488,0,10,0,0,0,0,10,0,0,5,5,0,2,4,4,0,0
CUST0000071788,10,21.600000000000005,8,44,1.25,2.7000000000000006,2.1600000000000006,2,8,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0
CUST0000334672,10,230.42999999999995,8,47,1.25,28.803749999999994,23.042999999999996,3,6,1,0,0,10,0,0,4,3,3,0,6,1,3,0,0
CUST0000512217,10,130.41,8,45,1.25,16.30125,13.041,5,4,1,0,0,10,0,0,3,6,1,0,5,1,3,0,0
CUST0000725579,10,49.17,8,50,1.25,6.14625,4.917,2,5,3,0,10,0,0,0,10,0,0,0,5,4,1,0,0
CUST0000629707,10,98.94,8,47,1.25,12.3675,9.894,0,5,4,1,0,0,10,0,6,3,1,0,5,3,1,0,0
CUST0000104536,10,90.03,8,44,1.25,11.25375,9.003,1,5,4,0,0,0,10,0,6,4,0,0,7,1,2,0,0
CUST0000485541,10,10.93,63,429,0.15873015873015872,0.17349206349206348,1.093,0,10,0,0,10,0,0,0,10,0,0,0,5,2,3,0,0
CUST0000565146,10,41.379999999999995,11,65,0.90909090909090906,3.7618181818181813,4.138,0,8,2,0,0,10,0,0,10,0,0,0,3,4,1,0,0
CUST0000928030,10,105.05000000000001,11,70,0.90909090909090906,9.55,10.505,3,7,0,0,10,0,0,0,6,4,0,0,2,4,3,0,0
CUST0000681701,10,61.559999999999988,11,65,0.90909090909090906,5.5963636363636349,6.1559999999999988,2,5,1,2,0,10,0,0,5,3,0,2,3,3,2,0,2
CUST0000200908,10,27.18,11,70,0.90909090909090906,2.4709090909090907,2.718,2,1,7,0,0,10,0,0,10,0,0,0,10,0,0,0,0
CUST0000043264,10,66.639999999999986,45,303,0.22222222222222221,1.4808888888888885,6.6639999999999988,8,1,0,1,0,10,0,0,5,5,0,0,3,3,3,0,0
CUST0000324423,10,102.95000000000005,85,587,0.11764705882352941,1.2111764705882357,10.295000000000005,1,3,6,0,0,10,0,0,3,6,1,0,5,4,1,0,0
CUST0000554718,10,356.49000000000007,41,275,0.24390243902439024,8.69487804878049,35.649000000000008,1,6,3,0,0,10,0,0,1,4,5,0,1,2,6,0,0
CUST0000156083,10,69.9,27,178,0.37037037037037035,2.588888888888889,6.99,2,7,1,0,0,10,0,0,8,2,0,0,6,3,1,0,0
CUST0000030719,10,74.8,27,181,0.37037037037037035,2.77037037037037,7.4799999999999995,3,6,1,0,10,0,0,0,6,4,0,0,4,2,3,0,0
CUST0000585123,10,37.129999999999995,15,98,0.66666666666666663,2.4753333333333329,3.7129999999999996,1,8,1,0,0,10,0,0,9,1,0,0,6,2,2,0,0
CUST0000625493,10,65.649999999999991,15,98,0.66666666666666663,4.376666666666666,6.5649999999999995,3,5,0,2,10,0,0,0,6,3,0,1,3,2,3,0,1
CUST0000567067,10,75.65000000000002,36,240,0.27777777777777779,2.1013888888888896,7.5650000000000022,2,3,5,0,0,0,10,0,6,4,0,0,4,1,4,0,0
CUST0000139306,10,14.18,19,123,0.52631578947368418,0.74631578947368415,1.418,0,10,0,0,0,10,0,0,10,0,0,0,5,2,0,0,0
CUST0000894137,10,6.9399999999999995,19,126,0.52631578947368418,0.36526315789473679,0.694,0,9,1,0,0,0,10,0,10,0,0,0,0,8,0,0,0
CUST0000874376,10,91.78,35,236,0.2857142857142857,2.6222857142857143,9.178,1,7,2,0,0,10,0,0,7,3,0,0,4,2,3,0,0
CUST0000738722,10,84.87,21,137,0.47619047619047616,4.0414285714285718,8.487,2,7,1,0,0,10,0,0,4,6,0,0,1,4,4,0,0
CUST0000145018,10,56.37,3,15,3.3333333333333335,18.79,5.637,1,5,3,1,10,0,0,0,8,2,0,0,2,1,5,0,0
CUST0000559941,10,221.08,3,14,3.3333333333333335,73.693333333333342,22.108,0,2,7,1,0,0,10,0,4,2,4,0,7,0,0,0,0
CUST0000575246,10,160.08,3,15,3.3333333333333335,53.360000000000007,16.008000000000003,0,8,2,0,0,10,0,0,6,2,2,0,4,1,3,0,0
CUST0000135339,10,13.120000000000003,3,9,3.3333333333333335,4.373333333333334,1.3120000000000003,3,7,0,0,10,0,0,0,10,0,0,0,5,5,0,0,0
CUST0000916333,10,52.2,3,11,3.3333333333333335,17.400000000000002,5.2200000000000006,6,2,2,0,10,0,0,0,10,0,0,0,4,6,0,0,0
CUST0000649464,10,426.36999999999995,3,12,3.3333333333333335,142.12333333333331,42.636999999999993,5,4,1,0,0,0,10,0,4,1,5,0,7,0,1,0,0
CUST0000873370,10,27,3,11,3.3333333333333335,9,2.7,0,10,0,0,0,0,10,0,10,0,0,0,7,3,0,0,0
CUST0000284118,10,48.329999999999984,3,14,3.3333333333333335,16.109999999999996,4.8329999999999984,2,7,1,0,0,10,0,0,9,1,0,0,2,5,3,0,0
CUST0000722496,10,4.7199999999999989,3,15,3.3333333333333335,1.573333333333333,0.47199999999999986,0,10,0,0,0,0,10,0,10,0,0,0,0,7,2,0,0
CUST0000676683,10,92.20999999999998,3,12,3.3333333333333335,30.736666666666661,9.2209999999999983,3,2,5,0,0,10,0,0,7,3,0,0,6,2,2,0,0
CUST0000347080,10,77.13,12,73,0.83333333333333337,6.4274999999999993,7.7129999999999992,0,3,7,0,0,0,10,0,10,0,0,0,9,1,0,0,0
CUST0000781568,10,239.57999999999998,12,72,0.83333333333333337,19.965,23.958,2,5,3,0,0,10,0,0,2,4,4,0,6,0,4,0,0
CUST0000680894,10,89.53,12,77,0.83333333333333337,7.4608333333333334,8.953,2,6,2,0,0,10,0,0,5,5,0,0,5,2,3,0,0
CUST0000823177,10,107.78999999999998,12,75,0.83333333333333337,8.9824999999999982,10.778999999999998,3,5,2,0,0,0,10,0,5,5,0,0,8,0,2,0,0
CUST0000196155,10,70.13,6,35,1.6666666666666667,11.688333333333333,7.013,3,7,0,0,0,10,0,0,7,3,0,0,5,2,3,0,0
CUST0000052603,10,40.68,6,31,1.6666666666666667,6.78,4.068,0,8,2,0,0,10,0,0,9,1,0,0,4,5,0,0,0
